web-scraper-order,web-scraper-start-url,category,category-href,product,product-href,product_name,product_description,product_price,product_color,product_image-src,sub_category
1720555702-37,https://stockx.com/sneakers/most-popular,Apparel,https://stockx.com/apparel,Nike Brazil 1998 Reissue Soccer Replica Jersey Varsity Maize/Pine GreenLowest AskCA$220,https://stockx.com/nike-brazil-1998-reissue-soccer-replica-jersey-varsity-maize-pine-green,Nike Brazil 1998 Reissue Soccer Replica Jersey,NA,220,NA,https://images.stockx.com/images/Nike-Brazil-1998-Reissue-Soccer-Replica-Jersey-Varsity-Maize-Pine-Green.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1719256529&q=60,Nike Apparel
1720555705-38,https://stockx.com/sneakers/most-popular,Apparel,https://stockx.com/apparel,Supreme MM6 Maison Margiela Box Logo Tee WhiteLowest AskCA$186,https://stockx.com/supreme-mm6-maison-margiela-box-logo-tee-white,Supreme MM6 Maison Margiela Box Logo Tee,"Introducing the Supreme/MM6 Maison Margiela Box Logo Tee, a collaboration piece that seamlessly merges the iconic styles of two renowned brands. This exclusive tee encapsulates the essence of both Supreme's streetwear aesthetics and MM6 Maison Margiela's avant-garde design ethos.



Crafted from premium materials, this Supreme MM6 Maison Margiela Box Logo Tee White boasts a luxurious feel and impeccable quality with a retail price of $88. The classic box logo, synonymous with Supreme, takes center stage, while MM6 Maison Margiela's subtle yet sophisticated touch is evident in the meticulous attention to detail and unique design elements. The Supreme MM6 Maison Margiela Box Logo Tee White released March 28, 2024 as a part of Spring-Summer 24 Colllection Week 7.",186,White,https://images.stockx.com/images/Supreme-MM6-Maison-Margiela-Box-Logo-Tee-White.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1711632182&q=60,Supreme
1720555707-39,https://stockx.com/sneakers/most-popular,Apparel,https://stockx.com/apparel,Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) BlackLowest AskCA$153,https://stockx.com/nike-kobe-mamba-mentality-los-angeles-lakers-city-edition-swingman-jersey-black,Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23),"Nike's Mamba Mentality apparel collection was created to celebrate all the things that made Kobe Bryant such a special player throughout his NBA career. The Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) Black was one of the many pieces of apparel that was featured in this collection.




The majority of this jersey was black, and it featured a snakeskin-embossed pattern on it in tribute to Kobe's ""Black Mamba"" nickname. It also had smaller hints of the Los Angeles Lakers' gold and purple colors, and it was made of a moisture-wicking fabric to make it lightweight when worn on the basketball court.




In our opinion, though, the best thing about this jersey was that it included each of the numbers that Kobe wore when he played with the Lakers over two decades. The #8 that he wore at the start of his career was on the front, while the #24 that he wore towards the end of it was on the back. The Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) Black was released on December 27, 2023, and it initially retailed for $120.",153,Black,https://images.stockx.com/images/Nike-Kobe-Mamba-Mentality-Los-Angeles-Lakers-City-Edition-Swingman-Jersey-Black-v2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1704211985&q=60,Nike Apparel
1720555709-40,https://stockx.com/sneakers/most-popular,Apparel,https://stockx.com/apparel,Denim Tears Cotton Wreath Hoodie Black MonochromeLowest AskCA$360,https://stockx.com/denim-tears-cotton-wreath-hoodie-black-monochrome,Denim Tears Cotton Wreath Hoodie,"The Denim Tears Cotton Wreath Hoodie Black Monochrome is a 100% cotton pullover hooded sweatshirt in Black, featuring a kangaroo front pocket. The sweatshirt fabric features a floral wreath print, rendered in black puff ink screen printing, which appears all over the body of the sweatshirt. Denim Tears branding appears on the woven label inside the collar.




Denim Tears was founded by designer Tremaine Emory in 2019. Each collection is designed to tell a story unveiling the African Diaspora. For the brand’s innovative work, Denim Tears’ has achieved a place within The Metropolitan Museum of Art Costume Institute’s permanent collection in New York, a major honor in fashion.




Our experts feel that the best feature of the Wreath Hoodie is its monochrome print, which subtly identifies Denim Tears without the use of visual branding. The Denim Tears Cotton Wreath Hoodie Black Monochrome released on March 15, 2024, and retailed at $210.",360,Black Monochrome,https://images.stockx.com/images/Denim-Tears-Cotton-Wreath-Hoodie-Black-Monochrome-v2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1713190551&q=60,Other Brands
1720555354-1,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Gucci Slides Bloom SupremeLowest AskCA$691,https://stockx.com/gucci-slides-bloom-supreme,Gucci Slides,"The Gucci Slides Bloom Supreme are a stylish and comfortable addition to any wardrobe. These slides feature the iconic Gucci Supreme canvas in beige and ebony, adorned with a vibrant floral print known as the Bloom motif. The upper is made of a durable canvas material, while the footbed is lined with soft leather for added comfort. Released on November 1st, 2020, these slides retail for $310. They are available in sizes ranging from 4 to 14, making them accessible to a wide range of customers. The Gucci Slides Bloom Supreme are perfect for casual wear, whether you're running errands or lounging at home. Something we love about Gucci Slides Bloom Supreme is their versatility. They can be dressed up or down, making them a great choice for any occasion. Our experts think the standout feature of the Gucci Slides Bloom Supreme is the bold and eye-catching Bloom motif, which adds a pop of color to any outfit. Whether you're a fan of Gucci or simply looking for a comfortable and stylish pair of slides, the Gucci Slides Bloom Supreme are a must-have.",691,Multicolor,https://images.stockx.com/360/Gucci-Slides-Bloom-Supreme/Images/Gucci-Slides-Bloom-Supreme/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635253212&h=384&q=60,Gucci
1720555356-2,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Dr. Martens 1460 DMXL Mega Lace Boot Rick Owens BlackLowest AskCA$661,https://stockx.com/dr-martens-1460-dmxl-mega-lace-boot-rick-owens-black,Dr. Martens 1460 DMXL Mega Lace Boot,"The Dr. Martens 1460 DMXL Mega Lace Boot Rick Owens Black is a reimagination of the iconic Dr. Martens 1460 by American fashion designer Rick Owens.




Owens’ edgy, avant-garde aesthetic can be seen in the boot’s chunky sole and overlapping collection of laces. Silver-tone hardware secures the pearl lacing pattern and tonally matches the zipper on the medial side. The upper is made of soft Nappa leather in black with Dr. Marten’s signature reinforced welt stitches. First seen in the 14XX Beta Pack released in 2023, the oversized sole is made of EVA material and durable PVC pods. Other oversized features include the extra-long tongue that extends up and over the boot shaft.




Our StockX experts like the way Owens' design elements seamlessly blend with Dr. Martens' house codes to create a grunge-inspired boot. The Dr. Martens 1460 DMXL Mega Lace Boot Rick Owens Black was released on February 8th, 2024, and retailed at $370.",661,Black,https://images.stockx.com/360/Dr-Martens-1460-DMXL-Mega-Lace-Boot-Rick-Owens-Black/Images/Dr-Martens-1460-DMXL-Mega-Lace-Boot-Rick-Owens-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1707924192&h=384&q=60,Dr. Martens
1720555358-3,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,FCTRY Lab x NLE Choppa Duck Boot YellowLowest AskCA$575,https://stockx.com/fctry-lab-x-nle-choppa-duck-boot-yellow,FCTRY Lab x NLE Choppa Duck Boot,NA,575,NA,https://images.stockx.com/images/FCTRY-LAB-x-NLE-Choppa-Duck-Boot-Yellow.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1712077065&q=60,Other
1720555361-4,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,UGG Tasman Slipper ChestnutLowest AskCA$126,https://stockx.com/ugg-tasman-slipper-chestnut,UGG Tasman Slipper,"The UGG Tasman Slipper Chestnut has become one of the most known colorways in the catalog and is constructed with wool fabric.




It has a foam footbed with a Treadlite outsole, as well as a Tasman braid that is stitched along the interior of the shoe, finishing the look after signature branding is stamped on the upper. Moreover, the footwear is waterproof and includes a detachable UGGplushTM sock made of recycled wool and TENCELTM Lyocell. The sole has the brand´s starburst pattern for traction.




The UGG Tasman Slipper Chestnut was released on the market on November 1st, 2021, and retailed at $100.",126,Chestnut,https://images.stockx.com/360/UGG-Tasman-Slipper-Chestnut/Images/UGG-Tasman-Slipper-Chestnut/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1671006281&h=384&q=60,UGG
1720555363-5,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Crocs Pollex Clog by Salehe Bembury YokeLowest AskCA$92,https://stockx.com/crocs-pollex-clog-by-salehe-bembury-yolk,Crocs Pollex Clogby Salehe Bembury Yoke,"The Crocs Pollex Clog by Salehe Bembury Yoke is part of a collaboration between Crocs and Salehe Bembury, a US-based footwear designer known for his futuristic, functional designs.




The upper is made of durable Croslite resin and features concave ridges and wavy patterns. These ridges and patterns were inspired by three different sets of fingerprints and provide multi-directional traction underfoot. Outsole pods also provide addition traction and add durability. The Croc has two adjustable heel straps that can also be removed depending on the needs of the wearer. Holes on high-heat areas of the foot provide an airy feel and also allow water to drain from the shoe. 




Our experts at StockX like the vibrant yellow colorway called ""Yoke"" because it only has one tone and draws attention to the design. The Crocs Pollex Clog by Salehe Bembury Yoke was released on November 9th, 2023, and retailed at $85.",92,Yoke,https://images.stockx.com/360/Crocs-Pollex-Clog-by-Salehe-Bembury-Yolk/Images/Crocs-Pollex-Clog-by-Salehe-Bembury-Yolk/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1703777021&h=384&q=60,Crocs
1720555366-6,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Gucci Web Slide Sandal BlackLowest AskCA$506,https://stockx.com/gucci-web-slide-sandal-black,Gucci Web Slide Sandal,"The Gucci Web Slide Sandal Black is one of the Gucci’s popular slides that appears in Black, Green and Red color schemes.




The Gucci Web Slide Sandal Black features a slip-on style that makes it easy to wear and remove. The Sandal’s design also features a Gucci logo on the footbed displayed elegantly and discreetly and the equestrian heritage-inspired green and red Web stripe detail on the strap. To complete the design is the cushioned footbed to enhance comfort during wear and the treaded outsole for traction and gripping.




The Gucci Web Slide Sandal Black joined the market on January 1st, 2019 at a retail price of $210.",506,Black/Green-Red,https://images.stockx.com/360/Gucci-Web-Slide-Sandal-Black/Images/Gucci-Web-Slide-Sandal-Black/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1635341726&h=384&q=60,Gucci
1720555368-7,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Birkenstock Arizona Soft Footbed Suede TaupeLowest AskCA$150,https://stockx.com/birkenstock-arizona-softbed-taupe,Birkenstock Arizona Soft Footbed Suede,NA,150,NA,https://images.stockx.com/360/Birkenstock-Arizona-Softbed-Taupe/Images/Birkenstock-Arizona-Softbed-Taupe/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1695392598&h=384&q=60,Birkenstock
1720555370-8,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,UGG Tazz Slipper Chestnut (Women's)Lowest AskCA$111,https://stockx.com/ugg-tazz-slipper-chestnut-w,UGG Tazz Slipper,"The UGG Tazz Slipper Chestnut W for women features a heat-embossed UGG logo on its side. 




This UGG model has the silhouette of UGG Slippers with a 1.5"" platform sole for extra cushioning. It is made from the same suede upper as the original one in a chestnut color. It is also lined with the signature UGG plush wool blend for a slipper-like feel. Its textile binding is made from 100% recycled polyester fibers material.




The UGG Tazz Slipper Chestnut W was originally released on the 1st November 2021, with a retail price set at $120.",111,Chestnut,https://images.stockx.com/360/UGG-Tazz-Slipper-Chestnut-W/Images/UGG-Tazz-Slipper-Chestnut-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1645006138&h=384&q=60,UGG
1720555373-9,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Birkenstock Boston Soft Footbed Suede Taupe (Narrow Fit)Lowest AskCA$168,https://stockx.com/birkenstock-boston-soft-footbed-suede-taupe-narrow-fit,Birkenstock Boston Soft Footbed,"The Birkenstock Boston Soft Footbed Suede Taupe Narrow Fit is a unisex slip-on footwear.




It comes in suede leather, and an adjustable strap and buckle are features of the Boston version clog in a Taupe color scheme. The shoe displays an anatomically contoured footbed with an additional foam layer for cushioning and a large toe box. Additionally, it boasts an EVA outsole. To complete the design, it displays a Birkenstock logo on its footbed.




The Birkenstock Boston Soft Footbed Suede Taupe Narrow Fit first debuted on May 10th, 2018. It originally retailed at the price of $155.",168,Suede Taupe,https://images.stockx.com/360/Birkenstock-Boston-Soft-Footbed-Suede-Taupe-Narrow-Fit/Images/Birkenstock-Boston-Soft-Footbed-Suede-Taupe-Narrow-Fit/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1671722563&h=384&q=60,Birkenstock
1720555375-10,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,UGG Tasman Slipper Chestnut (Women's)Lowest AskCA$111,https://stockx.com/ugg-tasman-slipper-chestnut-w,UGG Tasman Slipper,"The UGG Tasman Slipper Chestnut W has become one of the classic colorways of the Australian brand's slippers.




 This Tasman Slipper for women construction features a combination of a foam footbed and Tread-lite outsole that is meant to provide a long-lasting fabrication. The UGG branding logo appears on the slipper’s upper. The Chestnut colored UGGs also feature the Tasman braid that is embroidered along its lining. To complete the design are the upcycled wool and the lyocell insole.




The UGG Tasman Slipper Chestnut W made its debut on the market in November 2021, with an original retail price of $100.",111,Chestnut,https://images.stockx.com/360/UGG-Tasman-Slipper-Chestnut-W/Images/UGG-Tasman-Slipper-Chestnut-W/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1701963023&h=384&q=60,UGG
1720555378-11,https://stockx.com/sneakers/most-popular,Shoes,https://stockx.com/shoes,Crocs Classic Clog Toy Story Buzz LightyearLowest AskCA$95,https://stockx.com/crocs-classic-clog-toy-story-buzz-lightyear,Crocs Classic Clog Toy Story Buzz Lightyear,"The Crocs Classic Clog Toy Story Buzz Lightyear is part of a partnership between Crocs and Toy Story. It celebrates Buzz Lightyear through a character-specific colorway and imagery.




Like other Crocs, this limited-edition clog features an upper made of durable Croslite foam and a non-slip traction pattern underfoot. The upper boasts four Jibbitz charms, including a spacecraft, Buzz Lightyear’s wings, ‘TO INFINITY AND BEYOND’ in bold yellow letters, and a Buzz Lightyear badge. The area around the Jibbitz charms displays neon green, while the heel strap comes in purple. Other noteworthy details include graphics that read ‘SPACE RANGER,’ ‘LASER,’ and ‘JET EXHAUST DANGER.’




Our StockX experts like the ‘ANDY’ lettering written across the insole. It looks like a child’s handwriting and pays tribute to another character in the movies. The Crocs Classic Clog Toy Story Buzz Lightyear was made available on February 21st, 2024, and sold for $70.",95,Blue/Grey,https://images.stockx.com/360/Crocs-Classic-Clog-Toy-Story-Buzz-Lightyear/Images/Crocs-Classic-Clog-Toy-Story-Buzz-Lightyear/Lv2/img01.jpg?fm=avif&auto=compress&w=576&dpr=2&updated_at=1709137341&h=384&q=60,Crocs
